user_id;follower_count;following_count;like_count;retweet_count;Num_Syllables;id;Avg_Syllables;Avg_Words_in_Sentences;Flesh-Kincaid;Num_Big_words;Num_Long_Sentences;Num_Sentences;Num_Short_Sentences;Num_Urls;Num_words;Rate_Adv_adj;class
487118986;12616790;61;24;8;30;130;2.2222222222;17;17.6522222222;8;0;1;0;1;18;0.1111111111;real
487118986;12616790;61;34;11;31;131;2;14;13.86;4;0;1;0;1;15;0;real
487118986;12616790;61;14;3;45;132;1.9375;15;13.5125;6;0;1;0;1;16;125;real
487118986;12616790;61;35;12;46;133;2.3684210526;6.3333333333;14.8273684211;6;0;3;2;1;19;0.0526315789;real
487118986;12616790;61;23;7;48;134;3.0666666667;3.5;22.0591666667;5;0;4;3;2;15;0.0666666667;real
487118986;12616790;61;40;12;37;135;2.6666666667;6;18.2166666667;7;0;3;2;1;18;0.1111111111;real
487118986;12616790;61;39;9;37;136;2.0555555556;17;15.6855555556;10;0;1;0;1;18;0.1666666667;real
487118986;12616790;61;121;51;44;137;1.9473684211;18;14.7989473684;8;0;1;0;1;19;0.0526315789;real
487118986;12616790;61;37;20;37;138;2.0952380952;5.25;11.1813095238;7;0;4;3;1;21;0.1428571429;real
487118986;12616790;61;37;5;50;139;1.9473684211;9;11.0939473684;7;0;2;1;1;19;0;real
487118986;12616790;61;67;31;42;140;3125;5.3333333333;23365;9;0;3;2;1;16;0.0625;real
487118986;12616790;61;18;8;40;141;2.1;19;16.99;8;0;1;0;1;20;0.15;real
487118986;12616790;61;54;18;48;142;2.1052631579;18;16.6621052632;8;0;1;0;1;19;0.1052631579;real
487118986;12616790;61;39;13;48;143;2.4;6.6666666667;15.33;7;0;3;2;1;20;0.05;real
487118986;12616790;61;285;134;35;144;2.5263157895;4;15.7025263158;9;0;5;5;1;19;0.0526315789;real
487118986;12616790;61;61;28;45;145;1.6666666667;20;12.2666666667;6;0;1;0;1;21;0.1428571429;real
487118986;12616790;61;54;15;48;146;2.3684210526;6.3333333333;14.8273684211;9;0;3;2;1;19;0.0526315789;real
487118986;12616790;61;43;8;49;147;2.2857142857;7;14.1114285714;7;0;3;1;1;21;0.0952380952;real
487118986;12616790;61;27;8;49;148;2.5789473684;6.3333333333;17.3115789474;7;0;3;2;1;19;0.1052631579;real
487118986;12616790;61;41;14;26;149;2.8823529412;5.6666666667;20.6317647059;8;0;3;2;1;17;0.0588235294;real
487118986;12616790;61;42;15;47;150;2.1666666667;3.6666666667;11.5366666667;4;0;3;3;2;12;0.1666666667;real
487118986;12616790;61;33;11;50;151;2.4736842105;6.3333333333;16.0694736842;8;0;3;2;1;19;0.2105263158;real
487118986;12616790;61;28;14;45;152;2.380952381;7;15.2352380952;8;0;3;1;1;21;0.0476190476;real
487118986;12616790;61;36;12;34;153;3;5;21.76;8;0;3;3;1;15;0.2;real
487118986;12616790;61;60;28;41;154;2.2666666667;4.6666666667;13.1066666667;6;0;3;3;2;15;0.1333333333;real
487118986;12616790;61;19;9;41;155;1.9523809524;7;10.1780952381;7;0;3;2;1;21;0.0476190476;real
487118986;12616790;61;54;29;46;156;2.7333333333;4.6666666667;18.6133333333;5;0;3;3;2;15;0.0666666667;real
487118986;12616790;61;45;23;39;157;2.4210526316;18;20.3884210526;9;0;1;0;1;19;0.0526315789;real
487118986;12616688;61;45;16;34;158;2.1666666667;17;16.9966666667;9;0;1;0;1;18;0.2222222222;real
487118986;12616688;61;45;20;47;159;1.7;19;12.27;8;0;1;0;1;20;0.1;real
487118986;12616688;61;24;2;36;160;2.35;19;19.94;7;0;1;0;1;20;0;real
487118986;12616688;61;37;10;38;161;1.8947368421;18;14.1778947368;7;0;1;0;1;19;0.1052631579;real
487118986;12616688;61;22;5;41;162;2.2352941176;16;17.4164705882;9;0;1;0;1;17;0.1764705882;real
487118986;12616790;61;25;18;41;163;2.2777777778;17;18.3077777778;10;0;1;0;1;18;0.1666666667;real
487118986;12616790;61;56;13;40;164;2.05;19;16.4;8;0;1;0;1;20;0.15;real
487118986;12616790;61;75;22;28;165;2;19;15.81;8;0;1;0;1;20;0.05;real
487118986;12616790;61;83;46;35;166;2.1538461538;12;14.8953846154;6;0;1;0;1;13;0.0769230769;real
487118986;12616790;61;197;53;13;167;1.8421052632;18;13.5568421053;5;0;1;0;1;19;0.0526315789;real
487118986;12616790;61;38;17;43;168;1.8421052632;9;9.8518421053;11;0;2;1;1;19;0.1052631579;real
487118986;12616790;61;83;38;37;169;1625;7;6705;2;0;1;1;1;8;0;real
487118986;12616790;61;75;19;37;170;2.15;19;17.58;6;0;1;0;1;20;0.05;real
487118986;12616790;61;34;15;39;171;1.9473684211;18;14.7989473684;7;0;1;0;1;19;0.0526315789;real
487118986;12616790;61;53;24;35;172;1.9473684211;18;14.7989473684;8;0;1;0;1;19;0;real
487118986;12616790;61;39;17;35;173;2.4375;15;19.4125;8;0;1;0;1;16;0.0625;real
487118986;12616790;61;47;17;34;174;1.5217391304;22;11.3365217391;5;0;1;0;1;23;0.1304347826;real
487118986;12616790;61;201;55;31;175;1.8421052632;18;13.5568421053;8;0;1;0;1;19;0.0526315789;real
487118986;12616790;61;72;25;13;176;2.2666666667;14;17.0066666667;10;0;1;0;1;15;0.4;real
487118986;12616790;61;10;6;32;177;1.9375;15;13.5125;8;0;1;0;1;16;0.0625;real
487118986;12616790;61;38;10;37;178;1625;7;6705;2;0;1;1;1;8;0;real
487118986;12616790;61;97;45;31;179;1.8823529412;16;13.2517647059;8;0;1;0;1;17;0.1764705882;real
487118986;12616790;61;54;23;42;180;1.6086956522;22;12.3626086957;7;0;1;0;1;23;0.0434782609;real
487118986;12616790;61;42;26;41;181;2.0666666667;13;14.6466666667;7;0;1;0;2;15;0.0666666667;real
487118986;12616790;61;60;25;44;182;2.3333333333;17;18.9633333333;7;0;1;0;1;18;0.1666666667;real
487118986;12616790;61;86;49;42;183;1.7826086957;22;14.4147826087;6;0;1;0;1;23;0.0434782609;real
487118986;12616790;61;28;7;44;184;1.6296296296;26;14.1696296296;4;1;1;0;1;27;0.037037037;real
487118986;12616790;61;345;87;40;185;1.75;23;14.42;6;0;1;0;1;24;0;real
487118986;12616790;61;172;49;45;186;2.4444444444;8.5;16.7644444444;10;0;2;1;1;18;0.2777777778;real
487118986;12616790;61;48;18;36;187;2.1052631579;9;12.9571052632;8;0;2;1;1;19;0.0526315789;real
487118986;12616790;61;174;56;31;188;2.25;19;18.76;7;0;1;0;1;20;0.1;real
487118986;12616790;61;284;100;42;189;2;17;15.03;9;0;1;0;1;18;0.1111111111;real
487118986;12616790;61;20;10;41;190;1.8235294118;8;9.2426470588;5;0;2;1;1;17;0.0588235294;real
487118986;12616790;61;54;19;46;191;1.9090909091;21;15.5172727273;6;0;1;0;1;22;0.0454545455;real
487118986;12616790;61;21;10;49;192;1.8636363636;21;14.9809090909;7;0;1;0;1;22;0.3181818182;real
487118986;12616790;61;38;15;39;193;1.75;23;14.42;7;0;1;0;1;24;0;real
487118986;12616790;61;47;16;44;194;2.3;19;19.35;9;0;1;0;1;20;0.2;real
487118986;12616790;61;35;15;37;195;2.2272727273;11;14.9818181818;8;0;2;0;1;22;0.1363636364;real
487118986;12616790;61;104;40;20;196;1.95;19;15.22;7;0;1;0;1;20;0.15;real
487118986;12616790;61;47;12;25;197;2.0952380952;20;17.3238095238;7;0;1;0;1;21;0.0476190476;real
487118986;12616790;61;30;10;42;198;1.7619047619;20;13.3904761905;5;0;1;0;1;21;0.0952380952;real
487118986;12616790;61;24;6;40;199;1.5384615385;11;7.6338461538;3;0;1;0;2;13;0.0769230769;real
487118986;12616790;61;82;25;13;200;2.2727272727;9;15.5181818182;5;0;1;0;2;11;0.0909090909;real
487118986;12616790;61;38;16;40;201;2.2105263158;18;17.9042105263;9;0;1;0;1;19;0.1578947368;real
487118986;12616790;61;18;3;49;202;1.9047619048;20;15.0761904762;5;0;1;0;1;21;0.0952380952;real
487118986;12616790;61;58;17;42;203;1625;7;6705;2;0;1;1;1;8;0;real
487118986;12616790;61;42;20;35;204;2.1052631579;18;16.6621052632;8;0;1;0;1;19;0.1052631579;real
487118986;12616790;61;44;12;38;205;2.5789473684;18;22.2515789474;8;0;1;0;1;19;0.0526315789;real
487118986;12616790;61;29;17;40;206;2.1;19;16.99;8;0;1;0;1;20;0;real
487118986;12616688;61;19;16;43;207;1.5217391304;22;11.3365217391;6;0;1;0;1;23;0.1304347826;real
487118986;12616688;61;19;8;39;208;2;18;15.42;10;0;1;0;1;19;0.1052631579;real
487118986;12616688;61;22;7;39;209;1.9047619048;20;15.0761904762;7;0;1;0;1;21;0.1904761905;real
487118986;12616790;61;31;13;30;210;1.9545454545;21;16.0536363636;7;0;1;0;1;22;0.1363636364;real
487118986;12616790;61;58;15;40;211;2.1666666667;17;16.9966666667;8;0;1;0;1;18;0.0555555556;real
487118986;12616790;61;44;12;41;212;2.1666666667;17;16.9966666667;9;0;1;0;1;18;0.3333333333;real
487118986;12616790;61;37;15;39;213;2.1428571429;13;15.1557142857;4;0;1;0;1;14;0.0714285714;real
487118986;12616790;61;35;8;35;214;1.9047619048;20;15.0761904762;7;0;1;0;1;21;0.0952380952;real
487118986;12616790;61;47;19;41;215;1.7826086957;22;14.4147826087;6;0;1;0;1;23;0.0869565217;real
487118986;12616790;61;29;6;47;216;1.95;19;15.22;7;0;1;0;1;20;0.15;real
487118986;12616790;61;37;20;30;217;2.6923076923;11;21.2492307692;6;0;1;0;2;13;0.2307692308;real
487118986;12616790;61;20;5;27;218;2.4117647059;16;19.4988235294;11;0;1;0;1;17;0;real
487118986;12616790;61;29;5;43;219;2.1363636364;21;18.1990909091;8;0;1;0;1;22;0.0454545455;real
487118986;12616790;61;66;38;40;220;2.1428571429;4.3333333333;11.5157142857;4;0;3;2;2;14;0;real
487118986;12616790;61;25;12;44;221;1.9285714286;12;12.6271428571;6;0;1;0;2;14;0;real
487118986;12616790;61;22;11;33;222;2.5294117647;16;20.8870588235;9;0;1;0;1;17;0.1176470588;real
